File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_115135,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,8.627 N,8.026 N,8.016 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
345.960,0.000,-0.003,0.003,0.900,0.000
345.970,0.003,0.000,-0.003,0.900,0.000
345.980,-0.006,-0.003,-0.005,0.900,0.000
345.990,0.000,0.000,-0.008,0.900,0.000
346.000,0.006,-0.003,-0.008,0.900,0.000
346.010,-0.003,-0.005,-0.005,0.900,0.000
346.020,0.000,0.000,-0.005,0.900,0.000
346.030,-0.003,-0.008,-0.005,0.900,0.000
346.040,-0.003,-0.003,-0.005,0.900,0.000
346.050,0.003,-0.005,-0.003,0.900,0.000
346.060,-0.003,-0.003,0.000,0.900,0.000
346.070,-0.003,-0.003,-0.005,0.900,0.000
346.080,-0.006,-0.003,0.000,0.900,0.000
346.090,-0.003,0.003,-0.003,0.900,0.000
346.100,0.000,-0.005,-0.003,0.900,0.000
346.110,0.000,0.000,-0.003,0.900,0.000
346.120,-0.006,-0.003,-0.003,0.900,0.000
346.130,0.000,-0.005,-0.003,0.900,0.000
346.140,-0.003,-0.003,-0.003,0.900,0.000
346.150,-0.006,0.000,-0.003,0.900,0.000
346.160,-0.006,0.000,-0.005,0.900,0.000
346.170,0.000,-0.003,-0.003,0.900,0.000
346.180,-0.003,-0.003,-0.005,0.900,0.000
346.190,-0.003,-0.005,-0.003,0.900,0.000
346.200,-0.003,-0.003,-0.005,0.900,0.000
346.210,-0.003,0.000,0.000,0.900,0.000
346.220,0.000,-0.003,0.003,0.900,0.000
346.230,-0.003,0.000,0.000,0.900,0.000
346.240,-0.006,-0.003,0.000,0.900,0.000
346.250,-0.006,-0.003,-0.005,0.900,0.000
346.260,-0.003,-0.003,-0.005,0.900,0.000
346.270,0.000,-0.003,-0.003,0.900,0.000
346.280,-0.003,-0.003,-0.005,0.900,0.000
346.290,-0.003,-0.005,-0.005,0.900,0.000
346.300,-0.003,-0.003,-0.005,0.900,0.000
346.310,-0.006,-0.003,-0.005,0.900,0.000
346.320,-0.003,0.000,-0.008,0.900,0.000
346.330,0.000,0.000,0.000,0.900,0.000
346.340,0.000,0.000,0.000,0.900,0.000
346.350,0.000,-0.003,-0.008,0.900,0.000
346.360,0.000,0.000,-0.003,0.900,0.000
346.370,0.000,-0.003,0.003,0.900,0.000
346.380,-0.003,0.000,-0.003,0.900,0.000
346.390,-0.006,0.003,-0.003,0.900,0.000
346.400,0.000,-0.003,-0.003,0.900,0.000
346.410,0.003,-0.003,-0.003,0.900,0.000
346.420,-0.006,-0.005,-0.005,0.900,0.000
346.430,0.000,-0.005,-0.003,0.900,0.000
346.440,-0.003,0.003,-0.003,0.900,0.000
346.450,-0.003,-0.003,-0.003,0.900,0.000
346.460,-0.003,-0.003,-0.008,0.900,0.000
346.470,-0.003,-0.003,-0.003,0.900,0.000
346.480,0.000,-0.003,-0.005,0.900,0.000
346.490,-0.006,0.000,0.000,0.900,0.000
346.500,-0.006,0.003,-0.003,0.900,0.000
346.510,-0.003,0.000,0.000,0.900,0.000
346.520,-0.003,0.000,0.000,0.900,0.000
346.530,-0.003,0.000,-0.003,0.900,0.000
346.540,-0.003,-0.003,-0.005,0.900,0.000
346.550,-0.003,-0.003,-0.005,0.900,0.000
346.560,0.000,-0.005,0.000,0.900,0.000
346.570,-0.003,0.003,-0.003,0.900,0.000
346.580,-0.006,-0.003,0.003,0.900,0.000
346.590,-0.003,-0.003,-0.003,0.900,0.000
346.600,-0.003,0.000,-0.003,0.900,0.000
346.610,-0.003,-0.005,-0.003,0.900,0.000
346.620,0.000,0.000,0.003,0.900,0.000
346.630,-0.003,0.000,-0.005,0.900,0.000
346.640,-0.003,-0.003,-0.003,0.900,0.000
346.650,0.000,-0.005,0.003,0.900,0.000
346.660,-0.003,-0.003,-0.003,0.900,0.000
346.670,0.003,0.000,-0.005,0.900,0.000
346.680,-0.003,-0.005,-0.003,0.900,0.000
346.690,-0.003,0.000,-0.003,0.900,0.000
346.700,0.000,0.003,-0.003,0.900,0.000
346.710,0.000,-0.003,0.000,0.900,0.000
346.720,-0.003,-0.003,-0.003,0.900,0.000
346.730,0.003,-0.003,-0.003,0.900,0.000
346.740,0.000,-0.003,0.005,0.900,0.000
346.750,-0.003,-0.003,-0.008,0.900,0.000
346.760,-0.003,0.003,0.005,0.900,0.000
346.770,-0.003,0.003,0.003,0.900,0.000
346.780,-0.003,-0.005,0.003,0.900,0.000
346.790,0.000,-0.003,-0.003,0.900,0.000
346.800,-0.003,-0.003,0.000,0.900,0.000
346.810,-0.006,0.003,-0.008,0.900,0.000
346.820,-0.003,-0.005,-0.005,0.900,0.000
346.830,0.000,-0.003,-0.003,0.900,0.000
346.840,-0.006,-0.003,-0.003,0.900,0.000
346.850,0.000,0.000,-0.003,0.900,0.000
346.860,0.003,0.000,-0.005,0.900,0.000
346.870,-0.003,-0.003,-0.005,0.900,0.000
346.880,-0.006,-0.003,0.000,0.900,0.000
346.890,0.000,-0.003,-0.005,0.900,0.000
346.900,0.000,0.000,-0.003,0.900,0.000
346.910,-0.003,-0.003,0.000,0.900,0.000
346.920,0.000,0.000,-0.003,0.900,0.000
346.930,0.000,-0.003,0.000,0.900,0.000
346.940,-0.003,-0.003,-0.003,0.900,0.000
346.950,-0.003,0.000,-0.003,0.900,0.000
346.960,-0.003,-0.003,-0.003,0.900,0.000
346.970,0.000,-0.003,-0.003,0.900,0.000
346.980,0.000,-0.003,-0.005,0.900,0.000
346.990,-0.003,-0.005,-0.005,0.900,0.000
347.000,-0.003,-0.003,-0.003,0.900,0.000
347.010,-0.003,-0.003,-0.003,0.900,0.000
347.020,-0.006,-0.003,-0.003,0.900,0.000
347.030,-0.003,0.003,-0.003,0.900,0.000
347.040,0.003,-0.003,0.003,0.900,0.000
347.050,-0.003,-0.003,0.000,0.900,0.000
347.060,-0.006,-0.005,0.000,0.900,0.000
347.070,0.000,0.000,-0.005,0.900,0.000
347.080,-0.003,0.003,-0.005,0.900,0.000
347.090,0.000,-0.003,-0.008,0.900,0.000
347.100,-0.003,-0.003,-0.005,0.900,0.000
347.110,0.000,0.003,0.003,0.900,0.000
347.120,0.000,0.000,-0.003,0.900,0.000
347.130,0.000,0.003,-0.005,0.900,0.000
347.140,0.003,-0.005,-0.003,0.900,0.000
347.150,0.000,0.000,-0.003,0.900,0.000
347.160,0.000,-0.003,0.005,0.900,0.000
347.170,-0.003,-0.003,0.003,0.900,0.000
347.180,-0.006,-0.003,0.000,0.900,0.000
347.190,0.000,-0.003,0.000,0.900,0.000
347.200,-0.003,0.000,-0.003,0.900,0.000
347.210,0.000,-0.003,-0.003,0.900,0.000
347.220,-0.003,-0.005,-0.003,0.900,0.000
347.230,-0.003,-0.003,-0.003,0.900,0.000
347.240,-0.003,-0.005,-0.005,0.900,0.000
347.250,0.000,-0.005,-0.008,0.900,0.000
347.260,-0.003,0.000,-0.005,0.900,0.000
347.270,-0.003,-0.003,-0.003,0.900,0.000
347.280,-0.003,0.000,-0.003,0.900,0.000
347.290,0.000,-0.003,-0.003,0.900,0.000
347.300,-0.003,0.000,0.000,0.900,0.000
347.310,0.000,0.003,0.000,0.900,0.000
347.320,-0.003,0.000,-0.003,0.900,0.000
347.330,-0.003,0.000,0.003,0.900,0.000
347.340,-0.003,0.000,-0.005,0.900,0.000
347.350,-0.006,-0.003,-0.008,0.900,0.000
347.360,0.000,-0.003,0.000,0.900,0.000
347.370,0.000,-0.003,-0.008,0.900,0.000
347.380,-0.006,-0.003,-0.003,0.900,0.000
347.390,0.000,-0.003,-0.005,0.900,0.000
347.400,-0.003,-0.003,-0.005,0.900,0.000
347.410,-0.003,0.000,-0.005,0.900,0.000
347.420,0.000,-0.008,0.000,0.900,0.000
347.430,-0.003,0.000,0.000,0.900,0.000
347.440,-0.003,0.000,-0.003,0.900,0.000
347.450,-0.006,-0.003,0.000,0.900,0.000
347.460,-0.003,0.000,-0.003,0.900,0.000
347.470,-0.003,-0.005,0.000,0.900,0.000
347.480,-0.006,-0.003,-0.003,0.900,0.000
347.490,-0.006,-0.003,-0.005,0.900,0.000
347.500,-0.006,-0.003,-0.003,0.900,0.000
347.510,-0.003,0.000,0.000,0.900,0.000
347.520,-0.003,-0.003,-0.003,0.900,0.000
347.530,-0.006,0.000,-0.005,0.900,0.000
347.540,-0.003,0.000,0.000,0.000,0.000
347.550,-0.003,0.003,-0.003,0.900,0.000
347.560,-0.003,0.000,0.000,0.900,0.000
347.570,-0.003,0.000,0.000,0.900,0.000
347.580,0.000,0.000,-0.005,0.900,0.000
347.590,-0.006,-0.003,-0.003,0.900,0.000
347.600,-0.003,-0.005,-0.003,0.900,0.000
347.610,0.000,-0.003,0.000,0.900,0.000
347.620,-0.006,-0.005,-0.003,0.900,0.000
347.630,0.000,0.000,-0.003,0.900,0.000
347.640,-0.006,0.003,-0.003,0.900,0.000
347.650,-0.003,0.000,0.000,0.900,0.000
347.660,-0.006,-0.003,-0.003,0.900,0.000
347.670,-0.003,0.003,-0.003,0.900,0.000
347.680,0.000,0.000,-0.003,0.900,0.000
347.690,-0.006,0.000,0.000,0.900,0.000
347.700,0.000,0.000,-0.003,0.900,0.000
347.710,0.000,0.003,0.000,0.900,0.000
347.720,-0.003,-0.003,-0.003,0.900,0.000
347.730,0.000,0.000,-0.003,0.900,0.000
347.740,0.003,0.000,-0.005,0.900,0.000
347.750,0.000,-0.003,-0.005,0.900,0.000
347.760,-0.003,-0.003,-0.005,0.900,0.000
347.770,-0.006,-0.003,-0.003,0.900,0.000
347.780,-0.003,-0.003,-0.003,0.900,0.000
347.790,0.000,-0.003,-0.005,0.900,0.000
347.800,0.000,-0.003,0.000,0.900,0.000
347.810,-0.003,0.000,0.000,0.900,0.000
347.820,-0.006,-0.003,-0.005,0.900,0.000
347.830,-0.003,-0.003,-0.003,0.900,0.000
347.840,0.000,-0.003,-0.005,0.900,0.000
347.850,0.003,-0.005,0.003,0.900,0.000
347.860,-0.003,0.000,-0.003,0.900,0.000
347.870,0.003,-0.003,-0.003,0.900,0.000
347.880,-0.003,-0.003,-0.003,0.900,0.000
347.890,-0.003,0.003,-0.003,0.900,0.000
347.900,-0.003,-0.003,-0.003,0.900,0.000
347.910,-0.003,0.000,-0.005,0.900,0.000
347.920,-0.003,-0.003,-0.005,0.900,0.000
347.930,-0.003,-0.005,0.000,0.900,0.000
347.940,-0.003,-0.003,0.000,0.900,0.000
347.950,-0.003,0.000,-0.003,0.900,0.000
347.960,-0.003,-0.003,0.000,0.900,0.000
347.970,-0.006,0.000,0.003,0.900,0.000
347.980,-0.003,-0.003,0.000,0.900,0.000
347.990,0.003,0.000,0.003,0.900,0.000
348.000,-0.003,0.000,-0.003,0.900,0.000
348.010,0.000,-0.003,-0.003,0.900,0.000
348.020,-0.006,-0.005,-0.003,0.900,0.000
348.030,-0.006,-0.003,0.000,0.900,0.000
348.040,-0.006,-0.003,-0.003,0.900,0.000
348.050,-0.003,-0.003,0.000,0.900,0.000
348.060,-0.006,0.000,-0.005,0.900,0.000
348.070,0.000,-0.005,-0.005,0.900,0.000
348.080,-0.003,0.000,0.000,0.900,0.000
348.090,-0.003,0.000,0.000,0.900,0.000
348.100,-0.003,-0.003,0.000,0.900,0.000
348.110,-0.006,0.003,0.005,0.900,0.000
348.120,-0.003,-0.003,0.000,0.900,0.000
348.130,-0.003,-0.003,0.000,0.900,0.000
348.140,0.003,0.003,-0.005,0.900,0.000
348.150,0.003,-0.003,-0.003,0.900,0.000
348.160,-0.006,-0.005,-0.003,0.900,0.000
348.170,-0.006,-0.005,-0.005,0.900,0.000
348.180,-0.003,0.000,-0.003,0.900,0.000
348.190,0.000,0.000,-0.005,0.900,0.000
348.200,0.000,-0.005,-0.003,0.900,0.000
348.210,-0.003,-0.003,-0.005,0.900,0.000
348.220,-0.006,-0.005,-0.003,0.900,0.000
348.230,-0.006,-0.003,-0.003,0.900,0.000
348.240,-0.003,-0.003,0.000,0.900,0.000
348.250,-0.009,0.000,0.000,0.900,0.000
348.260,0.006,-0.005,0.000,0.900,0.000
348.270,-0.003,-0.003,0.000,0.900,0.000
348.280,0.000,0.000,-0.003,0.900,0.000
348.290,-0.003,-0.003,-0.003,0.900,0.000
348.300,-0.003,-0.003,0.000,0.900,0.000
348.310,-0.003,0.000,-0.003,0.900,0.000
348.320,-0.003,-0.005,-0.005,0.900,0.000
348.330,0.000,0.000,-0.003,0.900,0.000
348.340,-0.003,-0.005,-0.003,0.900,0.000
348.350,-0.003,0.000,-0.003,0.900,0.000
348.360,0.000,-0.005,0.000,0.900,0.000
348.370,-0.006,0.000,-0.003,0.900,0.000
348.380,-0.006,-0.005,-0.005,0.900,0.000
348.390,0.000,-0.003,-0.003,0.900,0.000
348.400,-0.003,-0.003,-0.005,0.900,0.000
348.410,-0.006,0.003,-0.005,0.900,0.000
348.420,0.000,-0.005,-0.005,0.900,0.000
348.430,-0.003,-0.003,-0.005,0.900,0.000
348.440,0.000,-0.003,-0.005,0.900,0.000
348.450,-0.003,-0.003,-0.003,0.900,0.000
348.460,0.000,0.000,-0.008,0.900,0.000
348.470,-0.003,0.000,-0.005,0.900,0.000
348.480,-0.003,0.003,0.000,0.900,0.000
348.490,0.000,0.000,0.003,0.900,0.000
348.500,-0.003,-0.003,0.000,0.900,0.000
348.510,-0.006,0.000,-0.003,0.900,0.000
348.520,-0.006,-0.003,-0.003,0.900,0.000
348.530,-0.003,-0.003,-0.003,0.900,0.000
348.540,-0.003,0.000,-0.003,0.900,0.000
348.550,-0.003,-0.003,-0.005,0.900,0.000
348.560,0.000,-0.003,-0.003,0.900,0.000
348.570,-0.003,-0.008,-0.003,0.900,0.000
348.580,0.000,0.000,-0.003,0.900,0.000
348.590,0.000,0.000,-0.005,0.900,0.000
348.600,-0.003,-0.003,-0.005,0.900,0.000
348.610,-0.003,-0.003,-0.005,0.900,0.000
348.620,0.000,-0.005,-0.003,0.900,0.000
348.630,0.000,-0.003,0.000,0.900,0.000
348.640,-0.003,0.003,0.000,0.900,0.000
348.650,-0.003,0.000,0.000,0.900,0.000
348.660,-0.006,-0.003,-0.003,0.900,0.000
348.670,0.006,0.000,0.000,0.900,0.000
348.680,0.000,-0.003,-0.005,0.900,0.000
348.690,-0.003,-0.003,-0.003,0.900,0.000
348.700,-0.006,-0.003,0.000,0.900,0.000
348.710,-0.006,0.000,-0.003,0.900,0.000
348.720,-0.003,-0.005,-0.005,0.900,0.000
348.730,-0.003,-0.003,-0.008,0.900,0.000
348.740,0.000,-0.003,-0.005,0.900,0.000
348.750,-0.003,0.000,-0.003,0.900,0.000
348.760,0.000,0.000,0.000,0.900,0.000
348.770,-0.006,-0.003,-0.003,0.900,0.000
348.780,-0.003,-0.003,0.003,0.900,0.000
348.790,0.000,0.000,0.003,0.900,0.000
348.800,0.003,0.003,-0.005,0.900,0.000
348.810,0.000,-0.005,-0.003,0.900,0.000
348.820,0.000,-0.003,-0.003,0.900,0.000
348.830,-0.003,0.003,-0.008,0.900,0.000
348.840,0.000,-0.010,-0.003,0.900,0.000
348.850,-0.003,-0.003,-0.005,0.900,0.000
348.860,-0.003,0.000,-0.005,0.900,0.000
348.870,-0.003,0.000,-0.003,0.900,0.000
348.880,0.000,-0.008,-0.005,0.900,0.000
348.890,0.000,0.000,-0.003,0.900,0.000
348.900,-0.003,-0.003,-0.003,0.900,0.000
348.910,-0.003,0.000,0.003,0.900,0.000
348.920,-0.006,0.000,0.000,0.900,0.000
348.930,-0.003,0.000,0.000,0.900,0.000
348.940,-0.003,0.000,-0.003,0.900,0.000
348.950,-0.003,-0.003,0.003,0.900,0.000
348.960,-0.006,0.000,0.000,0.900,0.000
348.970,-0.003,0.003,0.000,0.900,0.000
348.980,0.000,-0.003,0.000,0.900,0.000
348.990,0.000,-0.003,-0.005,0.900,0.000
349.000,-0.003,-0.005,0.000,0.900,0.000
349.010,0.000,0.000,-0.003,0.900,0.000
349.020,-0.006,-0.003,-0.003,0.900,0.000
349.030,-0.006,0.000,0.000,0.900,0.000
349.040,-0.003,0.000,0.000,0.900,0.000
349.050,-0.003,0.000,0.000,0.900,0.000
349.060,-0.006,0.000,-0.003,0.900,0.000
349.070,0.003,0.000,-0.003,0.900,0.000
349.080,-0.006,-0.003,0.000,0.900,0.000
349.090,-0.006,-0.003,0.000,0.900,0.000
349.100,-0.006,-0.005,-0.008,0.900,0.000
349.110,-0.003,-0.003,0.000,0.900,0.000
349.120,0.000,0.000,-0.005,0.900,0.000
349.130,-0.003,-0.003,-0.008,0.900,0.000
349.140,0.003,0.000,0.000,0.900,0.000
349.150,-0.003,0.003,-0.005,0.900,0.000
349.160,-0.003,0.003,-0.003,0.900,0.000
349.170,-0.003,0.000,-0.003,0.900,0.000
349.180,-0.003,-0.005,0.000,0.900,0.000
349.190,-0.009,0.000,-0.003,0.900,0.000
349.200,-0.003,-0.005,0.000,0.900,0.000
349.210,-0.003,0.000,-0.005,0.900,0.000
349.220,0.000,-0.003,-0.005,0.900,0.000
349.230,-0.006,0.000,-0.005,0.900,0.000
349.240,0.003,0.003,-0.003,0.900,0.000
349.250,0.000,0.003,-0.003,0.900,0.000
349.260,-0.006,-0.005,-0.005,0.900,0.000
349.270,0.000,0.000,-0.005,0.900,0.000
349.280,-0.003,-0.005,-0.005,0.900,0.000
349.290,0.003,0.003,-0.003,0.900,0.000
349.300,0.000,0.000,0.000,0.900,0.000
349.310,-0.006,0.000,0.000,0.900,0.000
349.320,-0.003,-0.003,-0.003,0.900,0.000
349.330,0.003,-0.005,-0.005,0.900,0.000
349.340,0.000,-0.005,-0.005,0.900,0.000
349.350,0.003,-0.003,-0.005,0.900,0.000
349.360,-0.003,0.000,-0.005,0.900,0.000
349.370,-0.003,-0.003,-0.005,0.900,0.000
349.380,-0.003,0.000,0.003,0.900,0.000
349.390,0.000,-0.003,-0.005,0.900,0.000
349.400,-0.003,-0.003,-0.005,0.900,0.000
349.410,-0.003,0.000,0.000,0.900,0.000
349.420,-0.009,-0.005,0.003,0.900,0.000
349.430,-0.003,-0.003,0.003,0.900,0.000
349.440,0.000,0.000,0.000,0.900,0.000
349.450,-0.003,-0.003,0.003,0.900,0.000
349.460,-0.003,0.000,-0.005,0.900,0.000
349.470,0.000,0.000,0.000,0.900,0.000
349.480,-0.003,-0.003,-0.005,0.900,0.000
349.490,0.000,0.000,-0.003,0.900,0.000
349.500,-0.006,0.003,-0.005,0.900,0.000
349.510,-0.006,-0.003,-0.003,0.900,0.000
349.520,-0.003,-0.003,-0.005,0.900,0.000
349.530,-0.006,-0.003,-0.005,0.900,0.000
349.540,0.000,0.000,-0.003,0.900,0.000
349.550,-0.006,-0.003,0.000,0.900,0.000
349.560,-0.003,0.003,0.000,0.900,0.000
349.570,0.003,-0.003,0.000,0.900,0.000
349.580,0.003,-0.003,0.003,0.900,0.000
349.590,-0.003,0.000,-0.003,0.900,0.000
349.600,-0.003,0.003,-0.005,0.900,0.000
349.610,-0.006,-0.003,-0.005,0.900,0.000
349.620,-0.006,-0.003,-0.005,0.900,0.000
349.630,0.000,0.000,0.000,0.900,0.000
349.640,0.000,0.000,-0.003,0.900,0.000
349.650,-0.009,0.000,-0.003,0.900,0.000
349.660,0.000,0.000,-0.005,0.900,0.000
349.670,-0.003,-0.003,-0.005,0.900,0.000
349.680,-0.003,-0.003,0.000,0.900,0.000
349.690,-0.003,0.000,-0.003,0.900,0.000
349.700,-0.003,-0.003,-0.003,0.900,0.000
349.710,0.000,0.008,0.000,0.900,0.000
349.720,-0.003,0.003,0.000,0.900,0.000
349.730,0.000,0.000,-0.003,0.900,0.000
349.740,0.000,-0.005,-0.005,0.900,0.000
349.750,-0.006,0.000,-0.005,0.900,0.000
349.760,0.000,-0.003,-0.003,0.900,0.000
349.770,0.000,-0.003,-0.008,0.900,0.000
349.780,-0.003,-0.003,-0.003,0.900,0.000
349.790,0.003,-0.003,-0.005,0.900,0.000
349.800,-0.006,0.000,-0.003,0.900,0.000
349.810,-0.006,-0.003,-0.003,0.900,0.000
349.820,0.000,-0.005,-0.003,0.900,0.000
349.830,0.000,0.000,0.000,0.900,0.000
349.840,0.000,-0.003,0.003,0.900,0.000
349.850,-0.006,0.003,-0.003,0.900,0.000
349.860,-0.003,-0.003,-0.003,0.900,0.000
349.870,0.003,0.005,-0.005,0.900,0.000
349.880,-0.006,0.000,-0.003,0.900,0.000
349.890,-0.006,-0.005,0.000,0.900,0.000
349.900,0.000,0.000,-0.005,0.900,0.000
349.910,0.000,0.000,-0.003,0.900,0.000
349.920,-0.003,-0.008,-0.008,0.900,0.000
349.930,0.000,-0.005,-0.005,0.900,0.000
349.940,0.003,0.000,-0.003,0.900,0.000
349.950,0.000,0.000,0.000,0.900,0.000
349.960,0.000,-0.003,-0.003,0.900,0.000
349.970,-0.009,-0.003,0.000,0.900,0.000
349.980,-0.003,0.003,0.000,0.900,0.000
349.990,-0.003,0.000,0.000,0.900,0.000
350.000,-0.003,-0.003,0.003,0.900,0.000
350.010,0.000,-0.005,-0.003,0.900,0.000
350.020,0.000,-0.003,0.000,0.900,0.000
350.030,0.000,-0.003,-0.003,0.900,0.000
350.040,-0.003,-0.003,-0.005,0.900,0.000
350.050,-0.003,-0.003,-0.005,0.900,0.000
350.060,0.000,-0.003,-0.005,0.900,0.000
350.070,-0.003,0.000,-0.005,0.900,0.000
350.080,-0.003,0.000,-0.005,0.900,0.000
350.090,-0.003,0.000,-0.005,0.900,0.000
350.100,0.000,0.000,-0.003,0.900,0.000
350.110,0.000,-0.003,-0.005,0.900,0.000
350.120,-0.006,0.000,0.000,0.900,0.000
350.130,-0.006,-0.005,-0.003,0.900,0.000
350.140,-0.003,0.000,-0.003,0.900,0.000
350.150,-0.003,-0.003,-0.008,0.900,0.000
350.160,-0.003,-0.005,-0.003,0.900,0.000
350.170,-0.003,0.000,-0.003,0.900,0.000
350.180,-0.003,0.000,-0.003,0.900,0.000
350.190,-0.003,-0.003,-0.003,0.900,0.000
350.200,0.000,0.000,0.000,0.900,0.000
350.210,0.000,0.000,-0.005,0.900,0.000
350.220,0.003,-0.003,-0.003,0.900,0.000
350.230,-0.006,0.000,0.003,0.900,0.000
350.240,-0.006,0.000,-0.003,0.900,0.000
350.250,-0.003,0.000,0.005,0.900,0.000
350.260,-0.003,-0.003,0.000,0.900,0.000
350.270,-0.003,-0.003,0.000,0.900,0.000
350.280,-0.003,0.000,-0.005,0.900,0.000
350.290,0.000,0.000,0.000,0.900,0.000
350.300,0.000,0.000,-0.005,0.900,0.000
350.310,-0.003,-0.003,-0.005,0.900,0.000
350.320,-0.003,-0.003,-0.003,0.900,0.000
350.330,0.000,-0.005,-0.003,0.900,0.000
350.340,-0.003,-0.003,-0.008,0.900,0.000
350.350,-0.003,-0.005,0.000,0.900,0.000
350.360,-0.003,0.000,-0.005,0.900,0.000
350.370,0.003,0.003,0.000,0.900,0.000
350.380,0.003,-0.003,0.000,0.900,0.000
350.390,-0.006,0.000,0.003,0.900,0.000
350.400,-0.003,0.000,-0.003,0.900,0.000
350.410,-0.003,-0.003,-0.003,0.900,0.000
350.420,-0.006,0.000,0.000,0.900,0.000
350.430,-0.003,-0.003,-0.003,0.900,0.000
350.440,0.000,-0.003,-0.003,0.900,0.000
350.450,0.000,-0.003,-0.003,0.900,0.000
350.460,0.000,-0.005,-0.008,0.900,0.000
350.470,-0.003,-0.003,-0.008,0.900,0.000
350.480,0.000,0.000,0.000,0.900,0.000
350.490,-0.003,0.003,-0.003,0.900,0.000
350.500,-0.003,0.000,0.000,0.900,0.000
350.510,0.000,-0.003,0.000,0.900,0.000
350.520,0.003,-0.003,0.000,0.900,0.000
350.530,-0.003,0.000,0.000,0.900,0.000
350.540,0.000,-0.003,-0.003,0.900,0.000
350.550,0.000,-0.003,-0.003,0.900,0.000
350.560,-0.003,0.000,-0.003,0.900,0.000
350.570,0.000,-0.003,-0.003,0.900,0.000
350.580,-0.003,0.000,0.000,0.900,0.000
350.590,-0.003,0.000,0.000,0.900,0.000
350.600,0.000,0.000,-0.003,0.900,0.000
350.610,-0.003,-0.003,0.000,0.900,0.000
350.620,0.003,0.000,0.000,0.900,0.000
350.630,-0.006,0.000,-0.008,0.900,0.000
350.640,0.000,-0.003,0.000,0.900,0.000
350.650,-0.003,0.000,0.000,0.900,0.000
350.660,-0.003,0.000,0.003,0.900,0.000
350.670,-0.003,-0.003,-0.003,0.900,0.000
350.680,-0.003,-0.005,0.000,0.900,0.000
350.690,-0.006,0.003,-0.003,0.900,0.000
350.700,-0.003,-0.003,-0.003,0.900,0.000
350.710,-0.009,-0.003,-0.003,0.900,0.000
350.720,-0.006,-0.003,0.000,0.900,0.000
350.730,-0.003,-0.003,0.000,0.900,0.000
350.740,0.000,0.000,-0.003,0.900,0.000
350.750,-0.003,-0.003,-0.005,0.900,0.000
350.760,-0.006,0.000,-0.003,0.900,0.000
350.770,-0.003,0.000,-0.003,0.900,0.000
350.780,-0.003,0.005,0.000,0.900,0.000
350.790,-0.003,0.000,0.000,0.900,0.000
350.800,-0.003,0.000,-0.003,0.900,0.000
350.810,0.000,-0.003,0.000,0.900,0.000
350.820,-0.003,-0.005,-0.005,0.900,0.000
350.830,-0.006,-0.005,-0.005,0.900,0.000
350.840,-0.003,-0.003,-0.005,0.900,0.000
350.850,-0.003,-0.003,0.000,0.900,0.000
350.860,-0.003,-0.003,0.000,0.900,0.000
350.870,0.003,-0.005,-0.008,0.900,0.000
350.880,-0.003,0.000,0.000,0.900,0.000
350.890,-0.003,0.000,0.000,0.900,0.000
350.900,0.000,0.000,0.000,0.900,0.000
350.910,-0.003,-0.003,-0.003,0.900,0.000
350.920,-0.006,0.003,0.000,0.900,0.000
350.930,-0.003,-0.003,0.003,0.900,0.000
350.940,-0.003,-0.008,-0.003,0.900,0.000
350.950,-0.003,0.000,-0.003,0.900,0.000
350.960,-0.006,-0.005,-0.005,0.900,0.000
350.970,-0.003,-0.003,-0.003,0.900,0.000
350.980,0.000,0.000,-0.003,0.900,0.000
350.990,-0.003,-0.003,0.000,0.900,0.000
351.000,-0.003,-0.005,-0.003,0.900,0.000
351.010,0.000,0.000,-0.003,0.900,0.000
351.020,-0.003,-0.003,-0.005,0.900,0.000
351.030,0.000,0.000,-0.005,0.900,0.000
351.040,-0.006,0.000,-0.003,0.900,0.000
351.050,-0.003,0.000,0.000,0.900,0.000
351.060,0.003,-0.003,0.000,0.900,0.000
351.070,-0.003,-0.005,0.003,0.900,0.000
351.080,0.000,-0.005,0.000,0.900,0.000
351.090,-0.006,-0.003,-0.003,0.900,0.000
351.100,0.000,0.000,-0.003,0.900,0.000
351.110,0.000,0.003,-0.003,0.900,0.000
351.120,-0.006,-0.003,0.003,0.900,0.000
351.130,-0.003,0.003,-0.003,0.900,0.000
351.140,-0.003,0.000,0.000,0.900,0.000
351.150,0.003,0.000,-0.008,0.900,0.000
351.160,-0.003,0.000,0.000,0.000,0.000
351.170,-0.003,-0.003,-0.003,0.900,0.000
351.180,0.000,-0.003,0.000,0.900,0.000
351.190,-0.003,-0.003,-0.003,0.900,0.000
351.200,-0.003,-0.003,0.003,0.900,0.000
351.210,-0.003,-0.003,-0.005,0.900,0.000
351.220,-0.003,0.000,-0.003,0.900,0.000
351.230,-0.006,-0.003,-0.008,0.900,0.000
351.240,0.000,0.000,0.000,0.900,0.000
351.250,0.000,0.000,-0.003,0.900,0.000
351.260,-0.003,0.003,-0.005,0.900,0.000
351.270,0.000,-0.003,-0.008,0.900,0.000
351.280,-0.003,-0.003,-0.005,0.900,0.000
