File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_115135,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,8.627 N,8.026 N,8.016 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
340.630,0.000,0.000,0.000,0.900,0.000
340.640,0.000,-0.003,0.000,0.900,0.000
340.650,0.000,0.000,0.000,0.900,0.000
340.660,0.000,-0.003,-0.005,0.900,0.000
340.670,0.000,-0.003,-0.003,0.900,0.000
340.680,0.000,0.003,-0.003,0.900,0.000
340.690,0.003,-0.003,-0.003,0.900,0.000
340.700,-0.003,0.000,-0.005,0.900,0.000
340.710,0.000,-0.005,0.000,0.900,0.000
340.720,0.000,0.000,-0.003,0.900,0.000
340.730,-0.003,-0.003,0.000,0.900,0.000
340.740,0.000,-0.003,0.000,0.900,0.000
340.750,-0.003,0.000,0.003,0.900,0.000
340.760,-0.003,0.003,0.000,0.900,0.000
340.770,0.000,0.000,0.000,0.900,0.000
340.780,0.000,0.000,-0.003,0.900,0.000
340.790,0.000,-0.005,-0.005,0.900,0.000
340.800,-0.009,0.000,-0.005,0.900,0.000
340.810,-0.003,0.000,0.000,0.900,0.000
340.820,0.000,-0.003,-0.003,0.900,0.000
340.830,-0.003,-0.005,-0.005,0.900,0.000
340.840,-0.003,-0.003,0.000,0.900,0.000
340.850,-0.003,0.003,-0.003,0.900,0.000
340.860,-0.006,0.000,-0.003,0.900,0.000
340.870,0.000,-0.003,0.000,0.900,0.000
340.880,-0.003,-0.003,-0.003,0.900,0.000
340.890,-0.003,-0.003,0.000,0.900,0.000
340.900,-0.006,0.000,0.000,0.900,0.000
340.910,-0.003,0.003,-0.003,0.900,0.000
340.920,0.000,0.000,-0.003,0.900,0.000
340.930,-0.003,0.000,-0.005,0.900,0.000
340.940,-0.003,-0.005,-0.005,0.900,0.000
340.950,-0.006,-0.003,-0.003,0.900,0.000
340.960,0.006,0.000,0.000,0.900,0.000
340.970,-0.003,0.000,-0.005,0.900,0.000
340.980,-0.003,-0.005,-0.003,0.900,0.000
340.990,-0.003,-0.003,-0.003,0.900,0.000
341.000,0.000,-0.003,-0.003,0.900,0.000
341.010,-0.003,-0.005,0.000,0.900,0.000
341.020,-0.003,-0.003,0.000,0.900,0.000
341.030,-0.006,-0.003,0.000,0.900,0.000
341.040,-0.003,-0.005,-0.003,0.900,0.000
341.050,-0.003,0.000,-0.003,0.900,0.000
341.060,-0.003,0.000,-0.005,0.900,0.000
341.070,-0.003,0.000,0.000,0.900,0.000
341.080,-0.003,0.003,-0.005,0.900,0.000
341.090,-0.003,-0.005,0.000,0.900,0.000
341.100,-0.006,0.000,0.000,0.900,0.000
341.110,0.000,0.000,-0.003,0.900,0.000
341.120,-0.003,0.000,-0.003,0.900,0.000
341.130,-0.003,0.000,-0.003,0.900,0.000
341.140,0.000,0.003,-0.003,0.900,0.000
341.150,0.000,0.000,0.003,0.900,0.000
341.160,-0.003,0.000,0.003,0.900,0.000
341.170,0.000,0.003,0.003,0.900,0.000
341.180,-0.003,-0.003,-0.005,0.900,0.000
341.190,0.000,-0.003,-0.003,0.900,0.000
341.200,0.000,-0.005,-0.005,0.900,0.000
341.210,0.003,-0.005,-0.003,0.900,0.000
341.220,-0.006,0.003,-0.003,0.900,0.000
341.230,0.000,0.003,-0.005,0.900,0.000
341.240,-0.003,-0.005,-0.005,0.900,0.000
341.250,-0.003,0.000,0.000,0.900,0.000
341.260,0.000,-0.003,-0.005,0.900,0.000
341.270,-0.006,0.000,0.000,0.900,0.000
341.280,-0.003,-0.003,0.000,0.900,0.000
341.290,-0.006,0.000,0.000,0.900,0.000
341.300,-0.003,-0.003,-0.003,0.900,0.000
341.310,-0.006,-0.005,-0.005,0.900,0.000
341.320,0.000,-0.008,-0.005,0.900,0.000
341.330,-0.003,0.000,0.000,0.900,0.000
341.340,-0.003,-0.005,-0.005,0.900,0.000
341.350,-0.003,-0.003,-0.003,0.900,0.000
341.360,0.000,-0.003,-0.003,0.900,0.000
341.370,0.000,0.000,-0.003,0.900,0.000
341.380,0.000,-0.003,-0.003,0.900,0.000
341.390,0.000,0.000,-0.003,0.900,0.000
341.400,-0.006,-0.003,0.000,0.900,0.000
341.410,-0.003,0.000,-0.003,0.900,0.000
341.420,-0.003,0.000,-0.003,0.900,0.000
341.430,0.000,-0.003,-0.003,0.900,0.000
341.440,-0.006,-0.005,0.000,0.900,0.000
341.450,-0.006,-0.003,-0.005,0.900,0.000
341.460,0.000,-0.003,-0.005,0.900,0.000
341.470,-0.006,-0.003,-0.003,0.900,0.000
341.480,0.003,0.000,0.000,0.900,0.000
341.490,-0.006,-0.003,0.000,0.900,0.000
341.500,-0.003,-0.003,-0.005,0.900,0.000
341.510,-0.003,0.000,-0.003,0.900,0.000
341.520,-0.003,-0.003,-0.003,0.900,0.000
341.530,0.000,0.000,0.000,0.900,0.000
341.540,-0.003,0.000,-0.003,0.900,0.000
341.550,-0.003,-0.003,0.003,0.900,0.000
341.560,-0.003,0.000,0.000,0.900,0.000
341.570,-0.003,-0.003,-0.003,0.900,0.000
341.580,-0.006,-0.003,-0.005,0.900,0.000
341.590,-0.003,0.000,0.000,0.900,0.000
341.600,0.000,-0.003,-0.005,0.900,0.000
341.610,-0.003,0.000,-0.003,0.900,0.000
341.620,-0.006,-0.005,-0.003,0.900,0.000
341.630,0.000,0.000,-0.003,0.900,0.000
341.640,0.000,-0.005,0.003,0.900,0.000
341.650,-0.003,-0.003,-0.003,0.900,0.000
341.660,-0.003,-0.003,-0.008,0.900,0.000
341.670,0.000,-0.003,-0.003,0.900,0.000
341.680,0.000,-0.003,-0.003,0.900,0.000
341.690,0.000,0.000,0.000,0.900,0.000
341.700,-0.003,0.003,0.003,0.900,0.000
341.710,-0.006,0.000,-0.003,0.900,0.000
341.720,-0.003,0.000,-0.003,0.900,0.000
341.730,0.000,0.000,-0.003,0.900,0.000
341.740,-0.003,-0.003,-0.003,0.900,0.000
341.750,-0.003,-0.003,0.000,0.900,0.000
341.760,0.000,-0.003,-0.003,0.900,0.000
341.770,0.000,-0.005,-0.005,0.900,0.000
341.780,0.000,-0.008,-0.008,0.900,0.000
341.790,-0.003,0.000,-0.003,0.900,0.000
341.800,0.000,-0.003,-0.003,0.900,0.000
341.810,-0.003,0.000,0.000,0.900,0.000
341.820,-0.006,-0.003,0.003,0.900,0.000
341.830,-0.003,-0.003,-0.003,0.900,0.000
341.840,-0.003,-0.003,0.000,0.900,0.000
341.850,-0.003,-0.003,-0.003,0.900,0.000
341.860,-0.003,0.000,-0.003,0.900,0.000
341.870,0.003,-0.003,-0.003,0.900,0.000
341.880,-0.003,-0.005,-0.003,0.900,0.000
341.890,0.000,-0.005,-0.003,0.900,0.000
341.900,-0.003,0.000,-0.003,0.900,0.000
341.910,-0.003,0.000,-0.003,0.900,0.000
341.920,-0.003,0.000,-0.005,0.900,0.000
341.930,0.000,-0.005,0.003,0.900,0.000
341.940,-0.003,0.003,-0.003,0.900,0.000
341.950,-0.006,0.000,0.000,0.900,0.000
341.960,-0.006,0.000,-0.003,0.900,0.000
341.970,-0.003,0.000,-0.005,0.900,0.000
341.980,-0.003,-0.005,-0.003,0.900,0.000
341.990,-0.003,-0.005,-0.003,0.900,0.000
342.000,-0.003,0.000,-0.003,0.900,0.000
342.010,-0.003,-0.003,-0.003,0.900,0.000
342.020,-0.006,-0.008,0.000,0.900,0.000
342.030,0.000,0.000,-0.005,0.900,0.000
342.040,-0.003,-0.003,-0.008,0.900,0.000
342.050,-0.006,0.000,-0.005,0.900,0.000
342.060,-0.003,-0.003,-0.008,0.900,0.000
342.070,-0.003,-0.003,0.000,0.900,0.000
342.080,0.000,0.000,0.003,0.900,0.000
342.090,-0.003,0.000,-0.003,0.900,0.000
342.100,-0.006,0.000,0.000,0.900,0.000
342.110,-0.003,-0.003,-0.003,0.900,0.000
342.120,-0.003,0.000,0.000,0.900,0.000
342.130,0.003,-0.003,-0.005,0.900,0.000
342.140,0.000,-0.003,-0.008,0.900,0.000
342.150,-0.003,-0.003,-0.005,0.900,0.000
342.160,-0.003,-0.003,-0.005,0.900,0.000
342.170,-0.003,-0.003,-0.005,0.900,0.000
342.180,0.000,-0.003,-0.003,0.900,0.000
342.190,0.000,-0.005,-0.003,0.900,0.000
342.200,-0.003,-0.003,-0.005,0.900,0.000
342.210,-0.003,-0.005,0.000,0.900,0.000
342.220,-0.003,-0.003,0.000,0.900,0.000
342.230,-0.006,-0.005,0.000,0.900,0.000
342.240,-0.006,-0.005,-0.003,0.900,0.000
342.250,-0.003,-0.005,-0.003,0.900,0.000
342.260,-0.003,-0.005,-0.003,0.900,0.000
342.270,-0.003,0.000,-0.003,0.900,0.000
342.280,-0.003,0.000,-0.003,0.900,0.000
342.290,-0.003,-0.003,0.000,0.900,0.000
342.300,-0.006,-0.003,-0.005,0.900,0.000
342.310,-0.003,-0.003,-0.003,0.900,0.000
342.320,0.000,-0.003,-0.003,0.900,0.000
342.330,-0.006,-0.003,-0.005,0.900,0.000
342.340,0.000,-0.003,0.000,0.900,0.000
342.350,-0.003,-0.003,0.000,0.900,0.000
342.360,-0.006,0.000,-0.003,0.900,0.000
342.370,-0.003,-0.003,-0.003,0.900,0.000
342.380,-0.003,-0.003,0.000,0.900,0.000
342.390,-0.003,-0.003,0.003,0.900,0.000
342.400,0.000,-0.003,-0.003,0.900,0.000
342.410,-0.003,-0.005,-0.003,0.900,0.000
342.420,0.000,-0.003,-0.005,0.900,0.000
342.430,-0.003,-0.005,-0.003,0.900,0.000
342.440,-0.003,-0.003,-0.005,0.900,0.000
342.450,-0.006,-0.005,0.000,0.900,0.000
342.460,0.000,0.000,-0.003,0.900,0.000
342.470,-0.003,0.005,-0.003,0.900,0.000
342.480,0.000,-0.003,0.000,0.900,0.000
342.490,0.000,0.003,0.000,0.900,0.000
342.500,0.000,-0.005,-0.005,0.900,0.000
342.510,-0.003,-0.003,-0.005,0.900,0.000
342.520,-0.003,-0.003,-0.008,0.900,0.000
342.530,0.000,-0.003,-0.005,0.900,0.000
342.540,-0.003,-0.005,-0.003,0.900,0.000
342.550,-0.003,0.000,-0.003,0.900,0.000
342.560,0.003,0.000,-0.003,0.900,0.000
342.570,-0.003,0.000,-0.003,0.900,0.000
342.580,-0.003,0.000,-0.005,0.900,0.000
342.590,-0.003,0.000,-0.003,0.900,0.000
342.600,-0.003,-0.003,0.003,0.900,0.000
342.610,-0.003,-0.003,-0.003,0.900,0.000
342.620,-0.003,0.000,0.000,0.900,0.000
342.630,-0.006,0.000,-0.003,0.900,0.000
342.640,-0.006,-0.003,-0.003,0.900,0.000
342.650,0.000,0.000,-0.003,0.900,0.000
342.660,-0.003,0.000,-0.005,0.900,0.000
342.670,-0.006,-0.003,-0.005,0.900,0.000
342.680,-0.006,-0.003,-0.003,0.900,0.000
342.690,-0.003,-0.003,-0.003,0.900,0.000
342.700,-0.003,0.000,-0.005,0.900,0.000
342.710,-0.006,-0.003,-0.003,0.900,0.000
342.720,-0.009,-0.003,0.000,0.900,0.000
342.730,0.000,-0.003,-0.003,0.000,0.000
342.740,-0.003,-0.003,-0.003,0.900,0.000
342.750,0.000,0.000,-0.003,0.900,0.000
342.760,-0.006,-0.003,-0.003,0.900,0.000
342.770,0.000,-0.005,-0.005,0.900,0.000
342.780,0.000,-0.003,-0.003,0.900,0.000
342.790,0.000,-0.005,-0.003,0.900,0.000
342.800,0.000,-0.005,-0.008,0.900,0.000
342.810,-0.006,-0.003,-0.003,0.900,0.000
342.820,-0.003,0.000,-0.003,0.900,0.000
342.830,-0.009,-0.003,-0.003,0.900,0.000
342.840,-0.006,0.000,-0.005,0.900,0.000
342.850,-0.006,0.000,-0.003,0.900,0.000
342.860,0.000,0.000,-0.003,0.900,0.000
342.870,0.000,0.003,-0.003,0.900,0.000
342.880,0.003,-0.003,-0.003,0.900,0.000
342.890,0.000,0.000,0.000,0.900,0.000
342.900,-0.009,0.000,-0.003,0.900,0.000
342.910,0.000,-0.003,0.000,0.900,0.000
342.920,0.000,0.000,-0.005,0.900,0.000
342.930,0.000,-0.005,-0.008,0.900,0.000
342.940,0.003,-0.010,-0.005,0.900,0.000
342.950,0.000,-0.003,-0.003,0.900,0.000
342.960,0.000,-0.005,-0.003,0.900,0.000
342.970,0.003,0.000,-0.005,0.900,0.000
342.980,-0.006,-0.003,-0.003,0.900,0.000
342.990,-0.003,-0.003,-0.005,0.900,0.000
343.000,0.000,-0.003,-0.003,0.900,0.000
343.010,-0.003,-0.003,0.000,0.900,0.000
343.020,0.000,-0.003,0.000,0.900,0.000
343.030,0.000,0.000,-0.003,0.900,0.000
343.040,-0.003,-0.003,-0.003,0.900,0.000
343.050,-0.003,0.000,-0.003,0.900,0.000
343.060,-0.006,0.000,-0.005,0.900,0.000
343.070,-0.003,-0.003,-0.005,0.900,0.000
343.080,-0.003,-0.003,-0.008,0.900,0.000
343.090,-0.003,0.000,0.000,0.900,0.000
343.100,0.000,0.000,-0.005,0.900,0.000
343.110,-0.006,0.000,-0.003,0.900,0.000
343.120,-0.006,-0.003,-0.003,0.900,0.000
343.130,-0.006,0.000,0.000,0.900,0.000
343.140,-0.003,0.000,0.000,0.900,0.000
343.150,0.000,-0.003,0.000,0.900,0.000
343.160,-0.003,-0.005,-0.003,0.900,0.000
343.170,0.003,0.000,0.003,0.900,0.000
343.180,-0.006,-0.003,-0.005,0.900,0.000
343.190,-0.006,-0.005,-0.008,0.900,0.000
343.200,-0.003,-0.003,-0.005,0.900,0.000
343.210,-0.003,0.000,0.000,0.900,0.000
343.220,-0.003,0.000,0.000,0.900,0.000
343.230,-0.006,-0.005,0.000,0.900,0.000
343.240,-0.003,-0.003,-0.003,0.900,0.000
343.250,0.003,0.000,-0.003,0.900,0.000
343.260,-0.006,-0.003,-0.003,0.900,0.000
343.270,-0.003,0.000,-0.003,0.900,0.000
343.280,-0.006,0.000,-0.003,0.900,0.000
343.290,-0.006,-0.003,0.000,0.900,0.000
343.300,-0.003,0.000,-0.003,0.900,0.000
343.310,-0.003,0.000,0.000,0.900,0.000
343.320,-0.003,0.000,-0.005,0.900,0.000
343.330,-0.003,-0.003,-0.005,0.900,0.000
343.340,-0.003,-0.003,-0.003,0.900,0.000
343.350,-0.003,-0.003,-0.003,0.900,0.000
343.360,0.000,-0.003,-0.003,0.900,0.000
343.370,-0.003,0.000,-0.005,0.900,0.000
343.380,-0.003,0.003,-0.003,0.900,0.000
343.390,-0.003,0.000,0.000,0.900,0.000
343.400,-0.003,-0.005,-0.003,0.900,0.000
343.410,-0.006,0.000,-0.003,0.900,0.000
343.420,-0.003,-0.003,0.000,0.900,0.000
343.430,0.000,0.000,-0.003,0.900,0.000
343.440,-0.003,-0.003,-0.005,0.900,0.000
343.450,0.003,-0.003,-0.003,0.900,0.000
343.460,0.000,-0.003,-0.003,0.900,0.000
343.470,-0.003,-0.003,-0.003,0.900,0.000
343.480,0.000,0.000,-0.008,0.900,0.000
343.490,-0.003,-0.003,-0.005,0.900,0.000
343.500,-0.003,-0.003,-0.005,0.900,0.000
343.510,-0.003,0.000,-0.005,0.900,0.000
343.520,0.000,-0.005,0.000,0.900,0.000
343.530,-0.003,0.000,-0.003,0.900,0.000
343.540,-0.006,0.000,-0.003,0.900,0.000
343.550,-0.003,0.000,0.000,0.900,0.000
343.560,0.000,-0.003,-0.005,0.900,0.000
343.570,-0.003,-0.003,-0.003,0.900,0.000
343.580,-0.003,0.000,-0.005,0.900,0.000
343.590,0.000,-0.003,-0.005,0.900,0.000
343.600,-0.006,0.000,-0.003,0.900,0.000
343.610,-0.003,-0.003,-0.003,0.900,0.000
343.620,0.000,-0.005,-0.003,0.900,0.000
343.630,0.000,-0.003,-0.003,0.900,0.000
343.640,-0.003,-0.003,-0.005,0.900,0.000
343.650,0.000,-0.003,-0.003,0.900,0.000
343.660,-0.006,-0.003,-0.003,0.900,0.000
343.670,-0.006,-0.003,-0.003,0.900,0.000
343.680,-0.006,0.000,0.000,0.900,0.000
343.690,-0.003,0.000,-0.003,0.900,0.000
343.700,-0.003,-0.003,0.003,0.900,0.000
343.710,-0.003,-0.005,-0.003,0.900,0.000
343.720,-0.006,-0.005,0.000,0.900,0.000
343.730,0.000,0.000,0.000,0.900,0.000
343.740,0.000,-0.003,-0.003,0.900,0.000
343.750,-0.003,-0.003,-0.005,0.900,0.000
343.760,-0.003,0.000,-0.003,0.900,0.000
343.770,0.000,-0.003,-0.003,0.900,0.000
343.780,-0.003,0.000,-0.003,0.900,0.000
343.790,0.000,-0.003,-0.003,0.900,0.000
343.800,-0.003,0.000,-0.003,0.900,0.000
343.810,-0.006,0.003,0.003,0.900,0.000
343.820,0.000,-0.003,0.000,0.900,0.000
343.830,0.000,0.000,0.000,0.900,0.000
343.840,-0.003,-0.003,-0.003,0.900,0.000
343.850,0.000,0.000,-0.005,0.900,0.000
343.860,0.003,0.000,0.000,0.900,0.000
343.870,-0.003,-0.003,-0.003,0.900,0.000
343.880,-0.003,-0.003,-0.003,0.900,0.000
343.890,0.000,-0.008,-0.008,0.900,0.000
343.900,0.003,0.003,-0.005,0.900,0.000
343.910,-0.006,0.003,-0.003,0.900,0.000
343.920,-0.003,0.000,-0.003,0.900,0.000
343.930,-0.003,-0.003,-0.003,0.900,0.000
343.940,0.000,0.003,0.000,0.900,0.000
343.950,0.000,-0.003,0.000,0.900,0.000
343.960,-0.003,0.003,0.003,0.900,0.000
343.970,-0.003,-0.003,-0.003,0.900,0.000
343.980,-0.003,0.000,-0.005,0.900,0.000
343.990,0.000,-0.008,-0.003,0.900,0.000
344.000,-0.003,-0.003,-0.005,0.900,0.000
344.010,-0.003,-0.003,-0.003,0.900,0.000
344.020,-0.003,-0.005,-0.005,0.900,0.000
344.030,-0.003,-0.005,0.000,0.900,0.000
344.040,-0.003,-0.003,-0.005,0.900,0.000
344.050,-0.003,0.000,-0.005,0.900,0.000
344.060,0.000,0.000,-0.003,0.900,0.000
344.070,-0.003,0.000,-0.003,0.900,0.000
344.080,-0.003,0.000,-0.003,0.900,0.000
344.090,-0.003,0.003,-0.003,0.900,0.000
344.100,-0.003,0.000,0.003,0.900,0.000
344.110,0.000,0.000,0.000,0.900,0.000
344.120,-0.003,-0.003,-0.003,0.900,0.000
344.130,-0.006,-0.003,-0.005,0.900,0.000
344.140,0.000,0.000,-0.003,0.900,0.000
344.150,-0.003,0.003,-0.003,0.900,0.000
344.160,0.000,0.000,-0.003,0.900,0.000
344.170,-0.003,0.000,-0.003,0.900,0.000
344.180,-0.003,0.000,-0.005,0.900,0.000
344.190,0.000,-0.003,-0.005,0.900,0.000
344.200,-0.006,-0.003,-0.005,0.900,0.000
344.210,-0.003,-0.003,0.000,0.900,0.000
344.220,0.000,0.000,0.003,0.900,0.000
344.230,-0.003,-0.003,0.000,0.900,0.000
344.240,-0.003,-0.003,-0.003,0.900,0.000
344.250,0.000,0.000,0.000,0.900,0.000
344.260,-0.003,0.000,0.000,0.900,0.000
344.270,0.003,-0.003,0.000,0.900,0.000
344.280,-0.003,-0.003,-0.003,0.900,0.000
344.290,-0.003,-0.003,-0.005,0.900,0.000
344.300,0.000,0.000,-0.003,0.900,0.000
344.310,-0.006,-0.003,-0.005,0.900,0.000
344.320,0.000,-0.003,-0.005,0.900,0.000
344.330,-0.006,0.000,0.000,0.900,0.000
344.340,-0.006,-0.003,0.000,0.900,0.000
344.350,0.000,0.000,-0.003,0.900,0.000
344.360,0.000,-0.003,0.000,0.900,0.000
344.370,0.000,0.000,0.000,0.900,0.000
344.380,-0.006,-0.005,-0.005,0.900,0.000
344.390,-0.009,-0.005,-0.003,0.900,0.000
344.400,0.003,0.000,-0.003,0.900,0.000
344.410,-0.003,0.000,-0.003,0.900,0.000
344.420,-0.009,-0.005,-0.003,0.900,0.000
344.430,0.000,-0.005,-0.005,0.900,0.000
344.440,-0.003,-0.003,-0.005,0.900,0.000
344.450,-0.003,-0.003,-0.003,0.900,0.000
344.460,0.000,-0.003,-0.003,0.900,0.000
344.470,0.000,-0.003,0.000,0.900,0.000
344.480,-0.006,-0.003,0.000,0.900,0.000
344.490,0.000,0.000,0.003,0.900,0.000
344.500,-0.003,0.000,0.000,0.900,0.000
344.510,-0.003,0.000,-0.003,0.900,0.000
344.520,-0.003,-0.003,-0.008,0.900,0.000
344.530,0.000,-0.005,-0.005,0.900,0.000
344.540,0.003,-0.003,-0.005,0.900,0.000
344.550,0.000,0.000,-0.003,0.900,0.000
344.560,-0.006,0.000,-0.003,0.900,0.000
344.570,0.000,0.000,-0.005,0.900,0.000
344.580,-0.006,-0.005,-0.005,0.900,0.000
344.590,-0.003,0.003,-0.003,0.900,0.000
344.600,-0.003,0.000,-0.005,0.900,0.000
344.610,-0.006,-0.003,0.000,0.900,0.000
344.620,0.000,-0.005,-0.003,0.900,0.000
344.630,-0.003,-0.005,0.000,0.900,0.000
344.640,0.000,0.000,0.000,0.900,0.000
344.650,0.000,-0.005,-0.003,0.900,0.000
344.660,-0.003,0.000,-0.003,0.900,0.000
344.670,0.000,0.000,-0.003,0.900,0.000
344.680,0.000,0.003,-0.005,0.900,0.000
344.690,-0.006,0.000,0.000,0.900,0.000
344.700,0.000,-0.003,-0.003,0.900,0.000
344.710,-0.003,0.000,0.000,0.900,0.000
344.720,0.000,-0.003,-0.003,0.900,0.000
344.730,-0.003,-0.003,-0.003,0.900,0.000
344.740,-0.003,0.000,0.003,0.900,0.000
344.750,0.000,0.000,0.003,0.900,0.000
344.760,-0.003,0.000,0.003,0.900,0.000
344.770,0.000,-0.003,-0.003,0.900,0.000
344.780,-0.003,0.003,0.000,0.900,0.000
344.790,-0.003,-0.003,-0.003,0.900,0.000
344.800,-0.003,-0.005,-0.003,0.900,0.000
344.810,-0.003,0.000,-0.003,0.900,0.000
344.820,0.000,0.003,-0.005,0.900,0.000
344.830,-0.006,0.000,0.000,0.900,0.000
344.840,0.003,0.000,-0.005,0.900,0.000
344.850,-0.003,-0.003,0.000,0.900,0.000
344.860,0.000,0.000,-0.005,0.900,0.000
344.870,-0.006,-0.003,-0.005,0.900,0.000
344.880,0.000,-0.003,-0.003,0.900,0.000
344.890,-0.003,0.003,0.003,0.900,0.000
344.900,-0.003,-0.003,-0.003,0.900,0.000
344.910,0.000,0.000,0.000,0.900,0.000
344.920,-0.003,-0.003,0.000,0.900,0.000
344.930,0.000,0.000,-0.003,0.900,0.000
344.940,-0.003,0.000,-0.005,0.900,0.000
344.950,-0.003,0.000,0.000,0.900,0.000
344.960,-0.003,-0.003,-0.005,0.900,0.000
344.970,0.000,-0.005,-0.008,0.900,0.000
344.980,-0.003,-0.003,0.000,0.900,0.000
344.990,0.000,-0.005,-0.005,0.900,0.000
345.000,0.000,-0.003,0.000,0.900,0.000
345.010,-0.003,-0.003,-0.003,0.900,0.000
345.020,-0.006,0.000,0.003,0.900,0.000
345.030,-0.006,0.000,-0.008,0.900,0.000
345.040,-0.003,0.003,-0.003,0.900,0.000
345.050,0.003,-0.005,-0.008,0.900,0.000
345.060,-0.003,0.000,-0.005,0.900,0.000
345.070,-0.003,0.000,-0.003,0.900,0.000
345.080,-0.003,0.000,0.000,0.900,0.000
345.090,0.000,-0.003,-0.005,0.900,0.000
345.100,-0.006,-0.005,0.000,0.900,0.000
345.110,0.003,-0.003,-0.003,0.900,0.000
345.120,0.000,-0.003,-0.003,0.900,0.000
345.130,-0.006,-0.003,-0.005,0.900,0.000
345.140,0.003,-0.003,0.000,0.900,0.000
345.150,-0.003,0.000,0.003,0.900,0.000
345.160,-0.006,0.005,0.000,0.900,0.000
345.170,0.000,-0.003,-0.005,0.900,0.000
345.180,-0.003,-0.003,0.000,0.900,0.000
345.190,-0.003,0.000,0.000,0.900,0.000
345.200,-0.003,-0.003,-0.003,0.900,0.000
345.210,0.000,-0.003,-0.005,0.900,0.000
345.220,0.000,0.000,-0.003,0.900,0.000
345.230,-0.003,-0.003,-0.003,0.900,0.000
345.240,0.006,-0.008,0.000,0.900,0.000
345.250,-0.003,0.003,-0.003,0.900,0.000
345.260,-0.006,-0.003,0.003,0.900,0.000
345.270,0.000,0.000,0.003,0.900,0.000
345.280,-0.006,0.003,0.000,0.900,0.000
345.290,-0.006,-0.005,-0.003,0.900,0.000
345.300,-0.003,-0.005,-0.003,0.900,0.000
345.310,-0.006,-0.003,0.000,0.900,0.000
345.320,0.003,-0.003,0.000,0.900,0.000
345.330,-0.003,-0.003,-0.005,0.900,0.000
345.340,-0.003,-0.003,-0.005,0.900,0.000
345.350,-0.003,-0.003,-0.005,0.900,0.000
345.360,-0.003,-0.003,-0.005,0.900,0.000
345.370,-0.003,0.000,0.000,0.900,0.000
345.380,-0.003,0.000,0.003,0.900,0.000
345.390,0.000,0.000,-0.003,0.900,0.000
345.400,-0.003,0.000,-0.003,0.900,0.000
345.410,-0.003,0.000,0.000,0.900,0.000
345.420,0.000,-0.003,0.003,0.900,0.000
345.430,-0.003,0.000,0.000,0.900,0.000
345.440,0.000,-0.003,-0.005,0.900,0.000
345.450,-0.003,-0.003,0.000,0.900,0.000
345.460,-0.003,0.000,-0.003,0.900,0.000
345.470,0.000,-0.003,-0.005,0.900,0.000
345.480,0.000,-0.003,-0.003,0.900,0.000
345.490,0.000,0.000,-0.003,0.900,0.000
345.500,0.000,0.000,-0.003,0.900,0.000
345.510,0.000,-0.003,-0.003,0.900,0.000
345.520,-0.006,-0.003,0.000,0.900,0.000
345.530,0.000,-0.003,-0.003,0.900,0.000
345.540,-0.006,0.005,0.003,0.900,0.000
345.550,-0.003,-0.003,-0.003,0.900,0.000
345.560,-0.003,0.000,0.003,0.900,0.000
345.570,0.000,0.000,0.000,0.900,0.000
345.580,0.000,-0.003,-0.003,0.900,0.000
345.590,0.000,-0.005,-0.003,0.900,0.000
345.600,0.003,-0.005,-0.003,0.900,0.000
345.610,-0.003,-0.003,-0.003,0.900,0.000
345.620,-0.003,0.000,-0.003,0.900,0.000
345.630,-0.003,-0.003,-0.003,0.900,0.000
345.640,-0.006,-0.003,-0.003,0.900,0.000
345.650,0.000,0.003,0.003,0.900,0.000
345.660,-0.003,0.000,-0.005,0.900,0.000
345.670,0.000,0.003,0.000,0.900,0.000
345.680,-0.003,-0.003,-0.003,0.900,0.000
345.690,0.000,0.005,0.000,0.900,0.000
345.700,0.000,0.000,-0.003,0.900,0.000
345.710,0.000,-0.003,-0.003,0.900,0.000
345.720,-0.006,-0.003,0.000,0.900,0.000
345.730,0.003,-0.003,-0.008,0.900,0.000
345.740,-0.003,-0.005,-0.003,0.900,0.000
345.750,-0.003,0.000,0.000,0.900,0.000
345.760,-0.003,-0.003,0.000,0.900,0.000
345.770,0.003,0.000,-0.005,0.900,0.000
345.780,0.003,-0.003,-0.005,0.900,0.000
345.790,-0.006,0.003,0.000,0.900,0.000
345.800,-0.003,-0.005,-0.003,0.900,0.000
345.810,-0.006,-0.003,-0.003,0.900,0.000
345.820,0.000,0.000,0.005,0.900,0.000
345.830,0.003,0.000,0.000,0.900,0.000
345.840,-0.003,0.003,0.000,0.900,0.000
345.850,-0.006,0.000,-0.005,0.900,0.000
345.860,0.000,-0.003,-0.003,0.900,0.000
345.870,0.003,-0.003,0.000,0.900,0.000
345.880,-0.003,-0.005,-0.005,0.900,0.000
345.890,-0.006,0.000,0.003,0.900,0.000
345.900,0.000,-0.003,-0.005,0.900,0.000
345.910,0.000,-0.008,-0.003,0.900,0.000
345.920,0.000,0.000,-0.005,0.900,0.000
345.930,-0.003,0.000,0.000,0.900,0.000
345.940,-0.006,-0.003,-0.003,0.900,0.000
345.950,-0.003,0.003,-0.003,0.900,0.000
